010060,OCI
078590,OQP
178920,PI첨단소재
024940,PN풍년
005490,POSCO
218410,RFHIC
327260,RF머트리얼즈
091340,S&K폴리텍
010950,S-Oil
010955,S-Oil우
019550,SBI인베스트먼트
950110,SBI핀테크솔루션즈
034120,SBS
101060,SBS미디어홀딩스
046140,SBS콘텐츠허브
036120,SCI평가정보
099220,SDN
036540,SFA반도체
255220,SG
040610,SG&G
049470,SGA
184230,SGA솔루션즈
224880,SGA클라우드서비스
005090,SGC에너지
016250,SGC이테크건설
004060,SG세계물산
001380,SG충방
002360,SH에너지화학
009160,SIMPAC
123700,SJM
025530,SJM홀딩스
034730,SK
307070,SK4호스팩
337450,SK5호스팩
340350,SK6호스팩
011790,SKC
018670,SK가스
001740,SK네트웍스
001745,SK네트웍스우
006120,SK디스커버리
006125,SK디스커버리우
210980,SK디앤디
068400,SK렌터카
036490,SK머티리얼즈
302440,SK바이오사이언스
326030,SK바이오팜
03473K,SK우
096770,SK이노베이션
096775,SK이노베이션우
001510,SK증권
001515,SK증권우
285130,SK케미칼
28513K,SK케미칼우
017670,SK텔레콤
000660,SK하이닉스
048550,SM C&C
063440,SM Life Design
950180,SNK
064960,SNT모티브
100840,SNT에너지
003570,SNT중공업
036530,SNT홀딩스
005610,SPC삼립
011810,STX
077970,STX엔진
071970,STX중공업
002820,SUN&L
289080,SV인베스트먼트
084870,TBH글로벌
002710,TCC스틸
089230,THE E&M
161570,THE MIDONG
032540,TJ미디어
048770,TPC
246690,TS인베스트먼트
317240,TS트릴리온
002900,TYM
038340,UCI
073570,WI
024070,WISCOM
052300,W홀딩컴퍼니
057030,YBM넷
037270,YG PLUS
040300,YTN
051390,YW
052220,iMBC
079940,가비아
078890,가온미디어
000500,가온전선
192410,감마누
036620,감성코퍼레이션
000860,강남제비스코
217730,강스템바이오텍
114190,강원
035250,강원랜드
094480,갤럭시아머니트리
011420,갤럭시아에스엠
063080,게임빌
044480,경남바이오파마
039240,경남스틸
053950,경남제약
223310,경남제약헬스케어
002100,경농
009450,경동나비엔
267290,경동도시가스
012320,경동인베스트
011040,경동제약
000050,경방
214390,경보제약
012610,경인양행
009140,경인전자
024910,경창산업
013580,계룡건설
012200,계양전기
012205,계양전기우
002140,고려산업
198440,고려시멘트
049720,고려신용정보
010130,고려아연
002240,고려제강
014570,고려제약
348150,고바이오랩
098460,고영
035290,골드앤에스
038530,골드퍼시픽
900280,골든센츄리
215000,골프존
121440,골프존뉴딘홀딩스
183410,골프존데카
076340,관악산업
009290,광동제약
014200,광림
017040,광명전기
017900,광전자
037710,광주신세계
026910,광진실업
090150,광진윈텍
355150,교보10호스팩
331520,교보9호스팩
030610,교보증권
339770,교촌에프앤비
053270,구영테크
007690,국도화학
005320,국동
001140,국보
066620,국보디자인
043650,국순당
006050,국영지앤엠
060480,국일신동
078130,국일제지
307750,국전약품
002720,국제약품
243870,굿센
204020,그리티
083420,그린케미칼
186230,그린플러스
014530,극동유화
900070,글로벌에스엠
204620,글로벌텍스프리
019660,글로본
014280,금강공업
014285,금강공업우
053260,금강철강
008870,금비
001570,금양
002990,금호건설
002995,금호건설우
011780,금호석유
011785,금호석유우
214330,금호에이치티
001210,금호전기
073240,금호타이어
036190,금화피에스시
049080,기가레인
035460,기산텔레콤
092440,기신정기
000270,기아
024110,기업은행
013700,까뮤이앤씨
308100,까스텔바작
004540,깨끗한나라
004545,깨끗한나라우
187790,나노
286750,나노브릭
151910,나노스
121600,나노신소재
247660,나노씨엠에스
039860,나노엔텍
091970,나노캠텍
244880,나눔테크
288490,나라소프트
051490,나라엠앤디
190510,나무가
242040,나무기술
089600,나스미디어
293580,나우IB
257990,나우코스
138610,나이벡
130580,나이스디앤비
036800,나이스정보통신
267320,나인테크
001260,남광토건
008350,남선알미늄
008355,남선알미우
004270,남성
003920,남양유업
003925,남양유업우
025860,남해화학
111710,남화산업
091590,남화토건
168330,내츄럴엔도텍
094860,네오리진
253590,네오셈
212560,네오오토
095660,네오위즈
042420,네오위즈홀딩스
950220,네오이뮨텍(Reg.S)
311390,네오크레마
085910,네오티스
092730,네오팜
290660,네오펙트
306620,네온테크
153460,네이블
007390,네이처셀
086220,네추럴FNP
033640,네패스
330860,네패스아크
005720,넥센
005725,넥센우
002350,넥센타이어
002355,넥센타이어1우B
089140,넥스턴
065170,넥스트BT
003580,넥스트사이언스
137940,넥스트아이
348210,넥스틴
041140,넥슨지티
217270,넵튠
225570,넷게임즈
251270,넷마블
317860,노드메이슨
104620,노랑풍선
090350,노루페인트
090355,노루페인트우
000320,노루홀딩스
000325,노루홀딩스우
194700,노바렉스
285490,노바텍
229500,노브메타파마
278650,노터스
006280,녹십자
144510,녹십자랩셀
031390,녹십자셀
142280,녹십자엠에스
234690,녹십자웰빙
005250,녹십자홀딩스
005257,녹십자홀딩스2우
065560,녹원씨엔아이
004370,농심
072710,농심홀딩스
054050,농우바이오
040160,누리텔레콤
069140,누리플랜
126870,뉴로스
060260,뉴보텍
012340,뉴인텍
214870,뉴지랩파마
270870,뉴트리
144960,뉴파워프라즈마
900100,뉴프라이드
085670,뉴프렉스
119860,다나와
064260,다날
093640,다믈멀티미디어
039560,다산네트웍스
058730,다스코
023590,다우기술
032190,다우데이타
323350,다원넥스뷰
068240,다원시스
086080,다이노나
271850,다이오진
343090,단디바이오
019680,대교
019685,대교우B
006370,대구백화점
008060,대덕
00806K,대덕1우
353200,대덕전자
35320K,대덕전자1우
178600,대동고려삼
000490,대동공업
020400,대동금속
008830,대동기어
048470,대동스틸
008110,대동전자
004780,대륙제관
005750,대림B&Co
017650,대림제지
006570,대림통상
007720,대명소노시즌
317850,대모
290670,대보마그네틱
078140,대봉엘에스
001680,대상
001685,대상우
084690,대상홀딩스
084695,대상홀딩스우
036480,대성미생물
128820,대성산업
117580,대성에너지
025440,대성엘텍
027830,대성창투
104040,대성파인텍
016710,대성홀딩스
332290,대신밸런스제7호스팩
336570,대신밸런스제8호스팩
369370,대신밸런스제9호스팩
020180,대신정보통신
003540,대신증권
003547,대신증권2우B
003545,대신증권우
045390,대아티아이
009190,대양금속
108380,대양전기공업
006580,대양제지
014160,대영포장
047040,대우건설
009320,대우부품
042660,대우조선해양
003090,대웅
069620,대웅제약
007680,대원
000430,대원강업
048910,대원미디어
005710,대원산업
006340,대원전선
006345,대원전선우
003220,대원제약
024890,대원화성
290380,대유
002880,대유에이텍
290120,대유에이피
000300,대유플러스
120240,대정화금
003310,대주산업
114920,대주이엔티
078600,대주전자재료
012800,대창
015230,대창단조
096350,대창솔루션
140520,대창스틸
131220,대한과학
010170,대한광통신
060900,대한그린파워
054670,대한뉴팜
001070,대한방직
023910,대한약품
006650,대한유화
001440,대한전선
084010,대한제강
001790,대한제당
001795,대한제당우
001130,대한제분
003490,대한항공
003495,대한항공우
005880,대한해운
003830,대한화섬
016090,대현
069460,대호에이엘
021040,대호특수강
021045,대호특수강우
067080,대화제약
298540,더네이쳐홀딩스
192080,더블유게임즈
299170,더블유에스아이
012510,더존비즈온
302920,더콘텐츠온
213420,덕산네오룩스
317330,덕산테코피아
077360,덕산하이메탈
004830,덕성
004835,덕성우
090410,덕신하우징
024900,덕양산업
263600,덕우전자
194480,데브시스터즈
348840,데이드림엔터
263800,데이타솔루션
199150,데이터스트림즈
206560,덱스터
261200,덴티스
145720,덴티움
227420,도부마스크
067990,도이치모터스
002150,도화엔지니어링
006620,동구바이오제약
100130,동국S&C
005160,동국산업
075970,동국알앤에스
001230,동국제강
086450,동국제약
023450,동남합성
004140,동방
099410,동방선기
007590,동방아그로
005960,동부건설
005965,동부건설우
026960,동서
002210,동성제약
102260,동성코퍼레이션
033500,동성화인텍
005190,동성화학
025950,동신건설
000640,동아쏘시오홀딩스
170900,동아에스티
088130,동아엘텍
028100,동아지질
282690,동아타이어
041930,동아화성
001520,동양
001527,동양2우B
001529,동양3우B
084670,동양고속
082640,동양생명
060380,동양에스텍
001525,동양우
079960,동양이엔피
008970,동양철관
228340,동양파일
092780,동양피스톤
088910,동우팜투테이블
094170,동운아나텍
049770,동원F&B
013120,동원개발
018500,동원금속
006040,동원산업
030720,동원수산
014820,동원시스템즈
014825,동원시스템즈우
163560,동일고무벨트
109860,동일금속
032960,동일기연
004890,동일산업
002690,동일제강
023790,동일철강
005290,동진쎄미켐
025900,동화기업
000020,동화약품
000150,두산
000157,두산2우B
241560,두산밥캣
000155,두산우
042670,두산인프라코어
034020,두산중공업
336260,두산퓨얼셀
33626K,두산퓨얼셀1우
33626L,두산퓨얼셀2우B
016740,두올
073190,듀오백
176750,듀켐바이오
030350,드래곤플라이
203650,드림시큐리티
223250,드림씨아이에스
060570,드림어스컴퍼니
192650,드림텍
217620,디딤
187870,디바이스이엔지
066670,디스플레이텍
024090,디씨엠
003160,디아이
092200,디아이씨
110990,디아이티
263690,디알젬
214680,디알텍
263720,디앤씨미디어
109740,디에스케이
033430,디에스티
131030,디에이치피코리아
196490,디에이테크놀로지
066900,디에이피
127120,디엔에이링크
092070,디엔에프
134580,디엠티
039840,디오
013570,디와이
210540,디와이파워
104460,디와이피엔에프
079810,디이엔티
227100,디자인
113810,디젠스
043360,디지아이
197140,디지캡
106520,디지탈옵틱
068930,디지털대성
033130,디지틀조선
105740,디케이락
263020,디케이앤디
290550,디케이티
007340,디티알오토모티브
187220,디티앤씨
026890,디피씨
163430,디피코
131180,딜리
317120,라닉스
042510,라온시큐어
232680,라온테크
300120,라온피플
171120,라이온켐텍
069540,라이트론
285770,라이프사이언스테크놀로지
347700,라이프시맨틱스
214260,라파스
115390,락앤락
200350,래몽래인
171010,램테크놀러지
084650,랩지노믹스
217500,러셀
092590,럭스피아
033600,럭슬
141080,레고켐바이오
060300,레드로버
038390,레드캡투어
294140,레몬
228670,레이
228850,레이언스
281740,레이크머티리얼즈
277810,레인보우로보틱스
179720,렌딩머신
215100,로보로보
090360,로보스타
238500,로보쓰리
108490,로보티즈
900260,로스웰
067730,로지시스
071280,로체시스템즈
032350,롯데관광개발
330590,롯데리츠
000400,롯데손해보험
023530,롯데쇼핑
004000,롯데정밀화학
286940,롯데정보통신
280360,롯데제과
004990,롯데지주
00499K,롯데지주우
005300,롯데칠성
005305,롯데칠성우
011170,롯데케미칼
002270,롯데푸드
071840,롯데하이마트
038060,루멘스
162120,루켄테크놀러지스
253610,루트락
085370,루트로닉
08537M,루트로닉3우C
060240,룽투코리아
058470,리노공업
039980,리노스
019570,리더스 기술투자
016100,리더스코스메틱
012700,리드코프
302550,리메드
029480,릭스솔루션
277070,린드먼아시아
042500,링네트
219420,링크제니시스
027740,마니커
195500,마니커에프앤지
222810,마이더스AI
305090,마이크로디지탈
098120,마이크로컨텍솔
147760,마이크로프랜드
038290,마크로젠
204320,만도
001080,만호제강
267980,매일유업
005990,매일홀딩스
127160,매직마이크로
093520,매커스
141070,맥스로텍
088980,맥쿼리인프라
094800,맵스리얼티1
100590,머큐리
067280,멀티캠퍼스
072870,메가스터디
215200,메가스터디교육
133750,메가엠디
235980,메드팩토
200580,메디쎄이
041920,메디아나
233250,메디안디노스틱
014100,메디앙스
236340,메디젠휴먼케어
054180,메디콕스
086900,메디톡스
078160,메디포스트
065650,메디프론
138040,메리츠금융지주
008560,메리츠증권
000060,메리츠화재
021880,메이슨캐피탈
140410,메지온
241770,메카로
090370,메타랩스
059210,메타바이오메드
058110,멕아이씨에스
096640,멜파스
017180,명문제약
257370,명성티엔에스
009900,명신산업
267060,명진홀딩스
012690,모나리자
005360,모나미
080420,모다이노칩
080160,모두투어
204210,모두투어리츠
100030,모바일리더
087260,모바일어플라이언스
101330,모베이스
012860,모베이스전자
348030,모비릭스
250060,모비스
033200,모아텍
009680,모토닉
118990,모트렉스
006920,모헨즈
009580,무림P&P
001810,무림SP
009200,무림페이퍼
322970,무진메디
033920,무학
008420,문배철강
279600,미디어젠
095500,미래나노텍
025560,미래산업
218150,미래생명자원
007120,미래아이앤지
353490,미래에셋대우스팩 5호
328380,미래에셋대우스팩3호
333430,미래에셋대우스팩4호
357250,미래에셋맵스리츠
100790,미래에셋벤처투자
085620,미래에셋생명
006800,미래에셋증권
00680K,미래에셋증권2우B
006805,미래에셋증권우
208890,미래엔에듀파트너
049950,미래컴퍼니
213090,미래테크놀로지
207760,미스터블루
225850,미애부
002840,미원상사
268280,미원에스씨
107590,미원홀딩스
134380,미원화학
003650,미창석유
059090,미코
214610,미코바이오메드
201490,미투온
950190,미투젠
214180,민앤지
155900,바다로19호
206640,바디텍메드
018700,바른손
035620,바른손이앤에이
064520,바른전자
053030,바이넥스
301300,바이브컴퍼니
064550,바이오니아
314930,바이오다인
208710,바이오로그디바이스
142760,바이오리더스
086820,바이오솔루션
038460,바이오스마트
281310,바이오시네틱스
266470,바이오인프라생명과학
086040,바이오톡스텍
199290,바이오프로테크
032980,바이온
222160,바이옵트로
043150,바텍
323990,박셀바이오
003610,방림
267790,배럴
001340,백광산업
046310,백금T&A
035150,백산
066410,버킷스튜디오
002410,범양건영
206400,베노홀딩스
019010,베뉴지
177350,베셀
299910,베스파
096300,베트남개발1
007210,벽산
225530,보광산업
250000,보라티알
002760,보락
003850,보령제약
006910,보성파워텍
000890,보해양조
226340,본느
206950,볼빅
003000,부광약품
001270,부국증권
001275,부국증권우
026940,부국철강
014470,부방
015350,부산가스
011390,부산산업
005030,부산주공
008470,부스타
338220,뷰노
100120,뷰웍스
337930,브랜드엑스코퍼레이션
064480,브리지텍
288330,브릿지바이오테라퓨틱스
251630,브이원텍
018290,브이티지엠피
263920,블러썸엠앤씨
033560,블루콤
126340,비나텍
121800,비덴트
148140,비디아이
082800,비보존 헬스케어
318410,비비씨
002070,비비안
100220,비상교육
200780,비씨월드제약
141000,비아트론
090460,비에이치
083650,비에이치아이
215050,비엔디생활건강
086670,비엠티
335890,비올
138580,비즈니스온
082920,비츠로셀
054220,비츠로시스
042370,비츠로테크
030790,비케이탑스
032850,비트컴퓨터
148780,비플라이소프트
238200,비피도
093190,빅솔론
065450,빅텍
210120,빅텐츠
005180,빙그레
072950,빛샘전자
266170,뿌리깊은나무들
143240,사람인에이치알
003960,사조대림
008040,사조동아원
007160,사조산업
014710,사조씨푸드
006090,사조오양
100090,삼강엠앤티
122350,삼기
014970,삼륭물산
018310,삼목에스폼
053700,삼보모터스
009620,삼보산업
023600,삼보판지
111870,삼본전자
001470,삼부토건
006400,삼성SDI
006405,삼성SDI우
006660,삼성공조
028260,삼성물산
02826K,삼성물산우B
207940,삼성바이오로직스
032830,삼성생명
291230,삼성스팩2호
018260,삼성에스디에스
028050,삼성엔지니어링
009150,삼성전기
009155,삼성전기우
005930,삼성전자
005935,삼성전자우
001360,삼성제약
010140,삼성중공업
010145,삼성중공우
016360,삼성증권
068290,삼성출판사
029780,삼성카드
000810,삼성화재
000815,삼성화재우
006110,삼아알미늄
009300,삼아제약
145990,삼양사
145995,삼양사우
003230,삼양식품
225190,삼양옵틱스
002170,삼양통상
272550,삼양패키징
000070,삼양홀딩스
000075,삼양홀딩스우
002810,삼영무역
054540,삼영엠텍
065570,삼영이엔씨
005680,삼영전자
003720,삼영화학
023000,삼원강재
004380,삼익THK
002450,삼익악기
032280,삼일
002290,삼일기업공사
004440,삼일씨엔에스
000520,삼일제약
009770,삼정펄프
037460,삼지전자
032750,삼진
054090,삼진엘앤디
005500,삼진제약
000250,삼천당제약
004690,삼천리
024950,삼천리자전거
038500,삼표시멘트
017480,삼현철강
010960,삼호개발
046390,삼화네트웍스
004450,삼화왕관
009470,삼화전기
011230,삼화전자
001820,삼화콘덴서
000390,삼화페인트
027580,상보
038540,상상인
307870,상상인이안1호스팩
329560,상상인이안제2호스팩
101000,상상인인더스트리
001290,상상인증권
041650,상신브레이크
091580,상신이디피
263810,상신전자
089980,상아프론테크
042940,상지카일룸
042600,새로닉스
075180,새론오토모티브
263540,샘코
007540,샘표
248170,샘표식품
294630,서남
038070,서린바이오
006730,서부T&D
079650,서산
100660,서암기계공업
007860,서연
200880,서연이화
019770,서연탑메탈
017390,서울가스
043710,서울리거
092190,서울바이오시스
046890,서울반도체
004410,서울식품
004415,서울식품우
063170,서울옥션
027040,서울전자통신
018680,서울제약
021050,서원
093920,서원인텍
189860,서전기전
178320,서진시스템
122690,서진오토모티브
140070,서플러스글로벌
011370,서한
065710,서호전기
008490,서흥
035890,서희건설
357550,석경에이티
003100,선광
123420,선데이토즈
007610,선도전기
067370,선바이오
171090,선익시스템
136490,선진
086710,선진뷰티사이언스
014620,성광벤드
037350,성도이엔지
014910,성문전자
014915,성문전자우
003080,성보화학
004980,성신양회
004985,성신양회우
011300,성안
081580,성우전자
045300,성우테크론
015750,성우하이텍
000180,성창기업지주
080470,성창오토텍
043260,성호전자
148150,세경하이테크
002420,세기상사
053060,세동
017510,세명전기
214310,세미콘라이트
004360,세방
004365,세방우
004490,세방전지
011560,세보엠이씨
001430,세아베스틸
306200,세아제강
003030,세아제강지주
019440,세아특수강
058650,세아홀딩스
013000,세우글로벌
100700,세운메디칼
234100,세원
024830,세원물산
091090,세원셀론텍
021820,세원정공
067830,세이브존I&C
033530,세종공업
258830,세종메디칼
036630,세종텔레콤
039310,세중
075580,세진중공업
067770,세진티에스
053450,세코닉스
234340,세틀뱅크
027970,세하
145210,세화아이엠씨
252500,세화피앤씨
347000,센코
308170,센트랄모텍
051980,센트럴바이오
012600,센트럴인사이트
331920,셀레믹스
049180,셀루메드
299660,셀리드
268600,셀리버리
108860,셀바스AI
208370,셀바스헬스케어
258250,셀젠텍
068270,셀트리온
068760,셀트리온제약
091990,셀트리온헬스케어
290690,소룩스
053110,소리바다
950200,소마젠(Reg.S)
032680,소프트센
032685,소프트센우
258790,소프트캠프
066910,손오공
043100,솔고바이오
336370,솔루스첨단소재
33637K,솔루스첨단소재1우
33637L,솔루스첨단소재2우B
154040,솔루에타
248070,솔루엠
035610,솔본
357780,솔브레인
036830,솔브레인홀딩스
304100,솔트룩스
004430,송원산업
086980,쇼박스
050960,수산아이앤티
017550,수산중공업
084180,수성이노베이션
253840,수젠텍
185190,수프로
058530,슈펙스비앤피
236200,슈프리마
317770,슈프리마아이디
094840,슈프리마에이치큐
192440,슈피겐코리아
099440,스맥
053210,스카이라이프
033790,스카이문스테크놀로지
131100,스카이이앤엠
159910,스킨앤스킨
158310,스타모빌리티
115570,스타플렉스
258540,스템랩
253450,스튜디오드래곤
204630,스튜디오산타클로스
013810,스페코
039670,스포츠서울
049830,승일
020710,시공테크
033170,시그네틱스
260870,시그넷이브이
048870,시너지이노베이션
025320,시노펙스
134790,시디즈
269620,시스웍
131090,시큐브
232830,시큐센
139050,시티랩스
016590,신대양제지
290520,신도기연
029530,신도리코
004970,신라교역
001000,신라섬유
025870,신라에스지
215600,신라젠
065350,신성델타테크
011930,신성이엔지
005390,신성통상
004170,신세계
035510,신세계 I&C
034300,신세계건설
031430,신세계인터내셔날
031440,신세계푸드
006880,신송홀딩스
002800,신신제약
323280,신영스팩5호
344050,신영스팩6호
005800,신영와코루
001720,신영증권
001725,신영증권우
009270,신원
009275,신원우
017000,신원종합개발
002700,신일전자
012790,신일제약
138070,신진에스엠
226330,신테카바이오
019170,신풍제약
019175,신풍제약우
002870,신풍제지
293940,신한알파리츠
333050,신한제6호스팩
366330,신한제7호스팩
055550,신한지주
001770,신화실업
056700,신화인터텍
187270,신화콘텍
004080,신흥
243840,신흥에스이씨
108320,실리콘웍스
222800,심텍
036710,심텍홀딩스
160980,싸이맥스
356890,싸이버원
217330,싸이토젠
102280,쌍방울
003410,쌍용C&E
010280,쌍용정보통신
003620,쌍용차
004770,써니전자
217320,썬테크
208640,썸에이지
222420,쎄노텍
037760,쎄니트
136510,쎄미시스코
099320,쎄트렉아이
015540,쎌마테라퓨틱스
049960,쎌바이오텍
050890,쏠리드
066790,씨씨에스
222080,씨아이에스
004920,씨아이테크
236030,씨알푸드
103660,씨앗
245450,씨앤에스링크
264660,씨앤지하이테크
352700,씨앤투스성진
297090,씨에스베어링
112610,씨에스윈드
286000,씨엔티드림
115530,씨엔플러스
225330,씨엠에스에듀
115480,씨유메디칼
189330,씨이랩
096530,씨젠
900120,씨케이에이치
101240,씨큐브
060590,씨티씨바이오
260930,씨티케이코스메틱스
013990,아가방컴퍼니
123860,아나패스
025980,아난티
008700,아남전자
050320,아래스
058220,아리온
125210,아모그린텍
002790,아모레G
00279K,아모레G3우(전환)
002795,아모레G우
090430,아모레퍼시픽
090435,아모레퍼시픽우
052710,아모텍
074430,아미노로직스
092040,아미코젠
083930,아바코
149950,아바텍
036010,아비코전자
002030,아세아
183190,아세아시멘트
002310,아세아제지
050860,아세아텍
246720,아스타
067390,아스트
127710,아시아경제
267850,아시아나IDT
020560,아시아나항공
154030,아시아종묘
227610,아우딘퓨쳐스
143160,아이디스
054800,아이디스홀딩스
332370,아이디피
122900,아이마켓코리아
339950,아이비김영
099190,아이센스
289010,아이스크림에듀
214430,아이쓰리시스템
040910,아이씨디
068940,아이씨케이
052860,아이앤씨
010780,아이에스동서
069920,아이에스이커머스
038880,아이에이
123010,아이에이네트웍스
307180,아이엘사이언스
101390,아이엠
090740,아이엠이연이
226350,아이엠텍
078860,아이오케이
114810,아이원스
031310,아이즈비전
185490,아이진
059100,아이컴포넌트
149010,아이케이세미콘
262840,아이퀘스트
175250,아이큐어
052460,아이크래프트
119830,아이텍
052770,아이톡시
124500,아이티센
084850,아이티엠반도체
223220,아이피몬스터
027360,아주IB투자
032080,아즈텍WB
013310,아진산업
059120,아진엑스텍
158430,아톤
149300,아퓨어스
067160,아프리카TV
001540,안국약품
053800,안랩
251280,안지오랩
065660,안트로젠
297570,알로이스
001780,알루코
260660,알리코제약
131370,알서포트
140670,알에스오토메이션
096610,알에프세미
061040,알에프텍
148250,알엔투테크놀로지
347860,알체라
196170,알테오젠
123750,알톤스포츠
085810,알티캐스트
117670,알파홀딩스
291650,압타머사이언스
293780,압타바이오
267810,앙츠
018250,애경산업
161000,애경유화
196300,애니젠
310200,애니플러스
179530,애드바이오텍
205500,액션스퀘어
052790,액토즈소프트
131400,액트
290740,액트로
238090,앤디포스
092600,앤씨앤
129890,앱코
174900,앱클론
255440,야스
030960,양지사
102120,어보브반도체
238120,얼라인드
224810,엄지하우스
019990,에너토크
011090,에넥스
270660,에브리봇
038680,에스넷
217480,에스디생명공학
121890,에스디시스템
097780,에스맥
042110,에스씨디
298060,에스씨엠생명과학
065420,에스아이리소스
270210,에스알바이오텍
103230,에스앤더블류
260970,에스앤디
900080,에스앤씨엔진그룹
101490,에스앤에스텍
095910,에스에너지
275630,에스에스알
031330,에스에이엠티
060540,에스에이티
158300,에스에이티이엔지
056190,에스에프에이
080000,에스엔유
086460,에스엔피제네틱스
005850,에스엘
246250,에스엘에스바이오
041510,에스엠
299670,에스엠비나
007820,에스엠코어
109610,에스와이
012750,에스원
306040,에스제이그룹
080440,에스제이케이
217910,에스제이켐
224020,에스케이씨에스
096630,에스코넥
069510,에스텍
041910,에스텍파마
234300,에스트래픽
039440,에스티아이
098660,에스티오
052020,에스티큐브
237690,에스티팜
050760,에스폴리텍
288620,에스퓨얼셀
317830,에스피시스템스
058610,에스피지
043340,에쎈테크
023960,에쓰씨엔지니어링
298690,에어부산
054630,에이디칩스
200710,에이디테크놀로지
096690,에이루트
140910,에이리츠
078520,에이블씨엔씨
298380,에이비엘바이오
203400,에이비온
195990,에이비프로바이오
003800,에이스침대
322190,에이스캠퍼
088800,에이스테크
241840,에이스토리
138360,에이씨티
039230,에이아이비트
312610,에이에프더블류
015260,에이엔피
234070,에이원알폼
102210,에이치디
072990,에이치시티
044990,에이치엔에스하이텍
176440,에이치엔티
028300,에이치엘비
067630,에이치엘비생명과학
047920,에이치엘비제약
043220,에이치엘비파워
239610,에이치엘사이언스
353070,에이치엠씨제4호스팩
353060,에이치엠씨제5호스팩
044780,에이치케이
071670,에이테크솔루션
045660,에이텍
224110,에이텍티앤
230980,에이트원
021080,에이티넘인베스트
089530,에이티세미콘
200470,에이팩트
073070,에이팸
207490,에이펙스인텍
262260,에이프로
109960,에이프로젠 H&G
007460,에이프로젠 KIC
003060,에이프로젠제약
244920,에이플러스에셋
089970,에이피티씨
230240,에치에프알
064510,에코마이스터
230360,에코마케팅
038870,에코바이오
128540,에코캡
086520,에코프로
247540,에코프로비엠
038110,에코플라스틱
073540,에프알텍
064850,에프앤가이드
064090,에프앤리퍼블릭
036810,에프에스티
173940,에프엔씨엔터
083500,에프엔에스테크
054940,엑사이엔씨
950130,엑세스바이오
205100,엑셈
070300,엑스큐어
092870,엑시콘
317870,엔바이오니아
067570,엔브이에이치코리아
236810,엔비티
140610,엔솔바이오사이언스
333620,엔시스
101400,엔시트론
036570,엔씨소프트
217820,엔에스
